numsteps: 1024 timestep: 0.0002688
time: 0.057791 force: 0.0000
time: 0.058059 force: 0.0000
time: 0.058328 force: 0.0000
time: 0.058597 force: 0.0000
time: 0.058866 force: 0.0000
time: 0.059135 force: 0.0000
time: 0.059403 force: 0.0000
time: 0.059672 force: 0.0000
time: 0.059941 force: 0.0000
time: 0.060210 force: 0.0000
time: 0.060479 force: 0.0000
time: 0.060747 force: 0.0000
time: 0.061016 force: 0.0000
time: 0.061285 force: 0.0000
time: 0.061554 force: 0.0000
time: 0.061823 force: 0.0000
time: 0.062091 force: 0.0000
time: 0.062360 force: 0.0000
time: 0.062629 force: 0.0000
time: 0.062898 force: 0.0000
time: 0.063167 force: 0.0000
time: 0.063435 force: 0.0000
time: 0.063704 force: 0.0000
time: 0.063973 force: 0.0000
time: 0.064242 force: 0.0000
time: 0.064511 force: 0.0000
time: 0.064779 force: 0.0000
time: 0.065048 force: 0.0000
time: 0.065317 force: 0.0000
time: 0.065586 force: 0.0000
time: 0.065855 force: 0.0000
time: 0.066123 force: 0.0000
time: 0.066392 force: 0.0000
time: 0.066661 force: 0.0000
time: 0.066930 force: 0.0000
time: 0.067199 force: 0.0000
time: 0.067467 force: 0.0000
time: 0.067736 force: 0.0000
time: 0.068005 force: 0.0000
time: 0.068274 force: 0.0000
time: 0.068543 force: 0.0000
time: 0.068811 force: 0.0000
time: 0.069080 force: 0.0000
time: 0.069349 force: 0.0000
time: 0.069618 force: 0.0000
time: 0.069887 force: 0.0000
time: 0.070155 force: 0.0000
time: 0.070424 force: 0.0000
time: 0.070693 force: 0.0000
time: 0.070962 force: 0.0000
time: 0.071231 force: 0.0000
time: 0.071499 force: 0.0000
time: 0.071768 force: 0.0000
time: 0.072037 force: 0.0000
time: 0.072306 force: 0.0000
time: 0.072575 force: 0.0000
time: 0.072843 force: 0.0000
time: 0.073112 force: 0.0000
time: 0.073381 force: 0.0000
time: 0.073650 force: 0.0000
time: 0.073919 force: 0.0000
time: 0.074187 force: 0.0000
time: 0.074456 force: 0.0000
time: 0.074725 force: 0.0000
time: 0.074994 force: 0.0000
time: 0.075263 force: 0.0000
time: 0.075531 force: 0.0000
time: 0.075800 force: 0.0000
time: 0.076069 force: 0.0000
time: 0.076338 force: 0.0000
time: 0.076607 force: 0.0000
time: 0.076875 force: 0.0000
time: 0.077144 force: 0.0000
time: 0.077413 force: 0.0000
time: 0.077682 force: 0.0000
time: 0.077951 force: 0.0000
time: 0.078219 force: 0.0000
time: 0.078488 force: 0.0000
time: 0.078757 force: 0.0000
time: 0.079026 force: 0.0000
time: 0.079295 force: 0.0000
time: 0.079563 force: 0.0000
time: 0.079832 force: 0.0000
time: 0.080101 force: 0.0000
time: 0.080370 force: 0.0000
time: 0.080639 force: 0.0000
time: 0.080907 force: 0.0000
time: 0.081176 force: 0.0000
time: 0.081445 force: 0.0000
time: 0.081714 force: 0.0000
time: 0.081983 force: 0.0000
time: 0.082251 force: 0.0000
time: 0.082520 force: 0.0000
time: 0.082789 force: 0.0000
time: 0.083058 force: 0.0000
time: 0.083327 force: 0.0000
time: 0.083595 force: 0.0000
time: 0.083864 force: 0.0000
time: 0.084133 force: 0.0000
time: 0.084402 force: 0.0000
time: 0.084671 force: 0.0000
time: 0.084939 force: 0.0000
time: 0.085208 force: 0.0000
time: 0.085477 force: 0.0000
time: 0.085746 force: 0.0000
time: 0.086015 force: 0.0000
time: 0.086283 force: 0.0000
time: 0.086552 force: 0.0000
time: 0.086821 force: 0.0000
time: 0.087090 force: 0.0000
time: 0.087359 force: 0.0000
time: 0.087627 force: 0.0000
time: 0.087896 force: 0.0000
time: 0.088165 force: 0.0000
time: 0.088434 force: 0.0000
time: 0.088703 force: 0.0000
time: 0.088971 force: 0.0000
time: 0.089240 force: 0.0000
time: 0.089509 force: 0.0000
time: 0.089778 force: 0.0000
time: 0.090047 force: 0.0000
time: 0.090315 force: 0.0000
time: 0.090584 force: 0.0000
time: 0.090853 force: 0.0000
time: 0.091122 force: 0.0000
time: 0.091391 force: 0.0000
time: 0.091659 force: 0.0000
time: 0.091928 force: 0.0000
time: 0.092197 force: 0.0000
time: 0.092466 force: 0.0000
time: 0.092735 force: 0.0000
time: 0.093003 force: 0.0000
time: 0.093272 force: 0.0000
time: 0.093541 force: 0.0000
time: 0.093810 force: 0.0000
time: 0.094079 force: 0.0000
time: 0.094347 force: 0.0000
time: 0.094616 force: 0.0000
time: 0.094885 force: 0.0000
time: 0.095154 force: 0.0000
time: 0.095423 force: 0.0000
time: 0.095691 force: 0.0000
time: 0.095960 force: 0.0000
time: 0.096229 force: 0.0000
time: 0.096498 force: 0.0000
time: 0.096767 force: 0.0000
time: 0.097035 force: 0.0000
time: 0.097304 force: 0.0000
time: 0.097573 force: 0.0000
time: 0.097842 force: 0.0000
time: 0.098111 force: 0.0000
time: 0.098379 force: 0.0000
time: 0.098648 force: 0.0000
time: 0.098917 force: 0.0000
time: 0.099186 force: 0.0000
time: 0.099455 force: 0.0000
time: 0.099723 force: 0.0000
time: 0.099992 force: 0.0000
time: 0.100261 force: 0.0000
time: 0.100530 force: 0.0000
time: 0.100799 force: 0.0000
time: 0.101067 force: 0.0000
time: 0.101336 force: 0.0000
time: 0.101605 force: 0.0000
time: 0.101874 force: 0.0000
time: 0.102143 force: 0.0000
time: 0.102411 force: 0.0000
time: 0.102680 force: 0.0000
time: 0.102949 force: 0.0000
time: 0.103218 force: 0.0000
time: 0.103487 force: 0.0000
time: 0.103755 force: 0.0000
time: 0.104024 force: 0.0000
time: 0.104293 force: 0.0000
time: 0.104562 force: 0.0000
time: 0.104831 force: 0.0000
time: 0.105099 force: 0.0000
time: 0.105368 force: 0.0000
time: 0.105637 force: 0.0000
time: 0.105906 force: 0.0000
time: 0.106175 force: 0.0000
time: 0.106443 force: 0.0000
time: 0.106712 force: 0.0000
time: 0.106981 force: 0.0000
time: 0.107250 force: 0.0000
time: 0.107519 force: 0.0000
time: 0.107787 force: 0.0000
time: 0.108056 force: 0.0000
time: 0.108325 force: 0.0000
time: 0.108594 force: 0.0000
time: 0.108863 force: 0.0000
time: 0.109131 force: 0.0000
time: 0.109400 force: 0.0000
time: 0.109669 force: 0.0000
time: 0.109938 force: 0.0000
time: 0.110207 force: 0.0000
time: 0.110475 force: 0.0000
time: 0.110744 force: 0.0000
time: 0.111013 force: 0.0000
time: 0.111282 force: 0.0000
time: 0.111551 force: 0.0000
time: 0.111819 force: 0.0000
time: 0.112088 force: 0.0000
time: 0.112357 force: 0.0000
time: 0.112626 force: 0.0000
time: 0.112895 force: 0.0000
time: 0.113163 force: 0.0000
time: 0.113432 force: 0.0000
time: 0.113701 force: 0.0000
time: 0.113970 force: 0.0000
time: 0.114239 force: 0.0000
time: 0.114507 force: 0.0000
time: 0.114776 force: 0.0000
time: 0.115045 force: 0.0000
time: 0.115314 force: 0.0000
time: 0.115583 force: 0.0000
time: 0.115851 force: 0.0000
time: 0.116120 force: 0.0000
time: 0.116389 force: 0.0000
time: 0.116658 force: 0.0000
time: 0.116927 force: 0.0000
time: 0.117195 force: 0.0000
time: 0.117464 force: 0.0000
time: 0.117733 force: 0.0000
time: 0.118002 force: 0.0000
time: 0.118271 force: 0.0000
time: 0.118539 force: 0.0000
time: 0.118808 force: 0.0000
time: 0.119077 force: 0.0000
time: 0.119346 force: 0.0000
time: 0.119615 force: 0.0000
time: 0.119883 force: 0.0000
time: 0.120152 force: 0.0000
time: 0.120421 force: 0.0000
time: 0.120690 force: 0.0000
time: 0.120959 force: 0.0000
time: 0.121227 force: 0.0000
time: 0.121496 force: 0.0000
time: 0.121765 force: 0.0000
time: 0.122034 force: 0.0000
time: 0.122303 force: 0.0000
time: 0.122571 force: 0.0000
time: 0.122840 force: 0.0000
time: 0.123109 force: 0.0000
time: 0.123378 force: 0.0000
time: 0.123647 force: 0.0000
time: 0.123915 force: 0.0000
time: 0.124184 force: 0.0000
time: 0.124453 force: 0.0000
time: 0.124722 force: 0.0000
time: 0.124991 force: 0.0000
time: 0.125259 force: 0.0000
time: 0.125528 force: 0.0000
time: 0.125797 force: 0.0000
time: 0.126066 force: 0.0000
time: 0.126335 force: 0.0000
time: 0.126603 force: 0.0000
time: 0.126872 force: 0.0000
time: 0.127141 force: 0.0000
time: 0.127410 force: 0.0000
time: 0.127679 force: 0.0000
time: 0.127947 force: 0.0000
time: 0.128216 force: 0.0000
time: 0.128485 force: 0.0000
time: 0.128754 force: 0.0000
time: 0.129023 force: 0.0000
time: 0.129291 force: 0.0000
time: 0.129560 force: 0.0000
time: 0.129829 force: 0.0000
time: 0.130098 force: 0.0000
time: 0.130367 force: 0.0000
time: 0.130635 force: 0.0000
time: 0.130904 force: 0.0000
time: 0.131173 force: 0.0000
time: 0.131442 force: 0.0000
time: 0.131711 force: 0.0000
time: 0.131979 force: 0.0000
time: 0.132248 force: 0.0000
time: 0.132517 force: 0.0000
time: 0.132786 force: 0.0000
time: 0.133055 force: 0.0000
time: 0.133323 force: 0.0000
time: 0.133592 force: 0.0000
time: 0.133861 force: 0.0000
time: 0.134130 force: 0.0000
time: 0.134399 force: 0.0000
time: 0.134667 force: 0.0000
time: 0.134936 force: 0.0000
time: 0.135205 force: 0.0000
time: 0.135474 force: 0.0000
time: 0.135743 force: 0.0000
time: 0.136011 force: 0.0000
time: 0.136280 force: 0.0000
time: 0.136549 force: 0.0000
time: 0.136818 force: 0.0000
time: 0.137087 force: 0.0000
time: 0.137355 force: 0.0000
time: 0.137624 force: 0.0000
time: 0.137893 force: 0.0000
time: 0.138162 force: 0.0000
time: 0.138431 force: 0.0000
time: 0.138699 force: 0.0000
time: 0.138968 force: 0.0000
time: 0.139237 force: 0.0000
time: 0.139506 force: 0.0000
time: 0.139775 force: 0.0000
time: 0.140043 force: 0.0000
time: 0.140312 force: 0.0000
time: 0.140581 force: 0.0000
time: 0.140850 force: 0.0000
time: 0.141119 force: 0.0000
time: 0.141387 force: 0.0000
time: 0.141656 force: 0.0000
time: 0.141925 force: 0.0000
time: 0.142194 force: 0.0000
time: 0.142463 force: 0.0000
time: 0.142731 force: 0.0000
time: 0.143000 force: 0.0000
time: 0.143269 force: 0.0000
time: 0.143538 force: 0.0000
time: 0.143807 force: 0.0000
time: 0.144075 force: 0.0000
time: 0.144344 force: 0.0000
time: 0.144613 force: 0.0000
time: 0.144882 force: 0.0000
time: 0.145151 force: 0.0000
time: 0.145419 force: 0.0000
time: 0.145688 force: 0.0000
time: 0.145957 force: 0.0000
time: 0.146226 force: 0.0000
time: 0.146495 force: 0.0000
time: 0.146763 force: 0.0000
time: 0.147032 force: 0.0000
time: 0.147301 force: 0.0000
time: 0.147570 force: 0.0000
time: 0.147839 force: 0.0000
time: 0.148107 force: 0.0000
time: 0.148376 force: 0.0000
time: 0.148645 force: 0.0000
time: 0.148914 force: 0.0000
time: 0.149183 force: 0.0000
time: 0.149451 force: 0.0000
time: 0.149720 force: 0.0000
time: 0.149989 force: 0.0000
time: 0.150258 force: 0.0000
time: 0.150527 force: 0.0000
time: 0.150795 force: 0.0000
time: 0.151064 force: 0.0000
time: 0.151333 force: 0.0000
time: 0.151602 force: 0.0000
time: 0.151871 force: 0.0000
time: 0.152139 force: 0.0000
time: 0.152408 force: 0.0000
time: 0.152677 force: 0.0000
time: 0.152946 force: 0.0000
time: 0.153215 force: 0.0000
time: 0.153483 force: 0.0000
time: 0.153752 force: 0.0000
time: 0.154021 force: 0.0000
time: 0.154290 force: 0.0000
time: 0.154559 force: 0.0000
time: 0.154827 force: 0.0000
time: 0.155096 force: 0.0000
time: 0.155365 force: 0.0000
time: 0.155634 force: 0.0000
time: 0.155903 force: 0.0000
time: 0.156171 force: 0.0000
time: 0.156440 force: 0.0000
time: 0.156709 force: 0.0000
time: 0.156978 force: 0.0000
time: 0.157247 force: 0.0000
time: 0.157515 force: 0.0000
time: 0.157784 force: 0.0000
time: 0.158053 force: 0.0000
time: 0.158322 force: 0.0000
time: 0.158591 force: 0.0000
time: 0.158859 force: 0.0000
time: 0.159128 force: 0.0000
time: 0.159397 force: 0.0000
time: 0.159666 force: 0.0000
time: 0.159935 force: 0.0000
time: 0.160203 force: 0.0000
time: 0.160472 force: 0.0000
time: 0.160741 force: 0.0000
time: 0.161010 force: 0.0000
time: 0.161279 force: 0.0000
time: 0.161547 force: 0.0000
time: 0.161816 force: 0.0000
time: 0.162085 force: 0.0000
time: 0.162354 force: 0.0000
time: 0.162623 force: 0.0000
time: 0.162891 force: 0.0000
time: 0.163160 force: 0.0000
time: 0.163429 force: 0.0000
time: 0.163698 force: 0.0000
time: 0.163967 force: 0.0000
time: 0.164235 force: 0.0000
time: 0.164504 force: 0.0000
time: 0.164773 force: 0.0000
time: 0.165042 force: 0.0000
time: 0.165311 force: 0.0000
time: 0.165579 force: 0.0000
time: 0.165848 force: 0.0000
time: 0.166117 force: 0.0000
time: 0.166386 force: 0.0000
time: 0.166655 force: 0.0000
time: 0.166923 force: 0.0000
time: 0.167192 force: 0.0000
time: 0.167461 force: 0.0000
time: 0.167730 force: 0.0000
time: 0.167999 force: 0.0000
time: 0.168267 force: 0.0000
time: 0.168536 force: 0.0000
time: 0.168805 force: 0.0000
time: 0.169074 force: 0.0000
time: 0.169343 force: 0.0000
time: 0.169611 force: 0.0000
time: 0.169880 force: 0.0000
time: 0.170149 force: 0.0000
time: 0.170418 force: 0.0000
time: 0.170687 force: 0.0000
time: 0.170955 force: 0.0000
time: 0.171224 force: 0.0000
time: 0.171493 force: 0.0000
time: 0.171762 force: 0.0000
time: 0.172031 force: 0.0000
time: 0.172299 force: 0.0000
time: 0.172568 force: 0.0000
time: 0.172837 force: 0.0000
time: 0.173106 force: 0.0000
time: 0.173375 force: 0.0000
time: 0.173643 force: 0.0000
time: 0.173912 force: 0.0000
time: 0.174181 force: 0.0000
time: 0.174450 force: 0.0000
time: 0.174719 force: 0.0000
time: 0.174987 force: 0.0000
time: 0.175256 force: 0.0000
time: 0.175525 force: 0.0000
time: 0.175794 force: 0.0000
time: 0.176063 force: 0.0000
time: 0.176331 force: 0.0000
time: 0.176600 force: 0.0000
time: 0.176869 force: 0.0000
time: 0.177138 force: 0.0000
time: 0.177407 force: 0.0000
time: 0.177675 force: 0.0000
time: 0.177944 force: 0.0000
time: 0.178213 force: 0.0000
time: 0.178482 force: 0.0000
time: 0.178751 force: 0.0000
time: 0.179019 force: 0.0000
time: 0.179288 force: 0.0000
time: 0.179557 force: 0.0000
time: 0.179826 force: 0.0000
time: 0.180095 force: 0.0000
time: 0.180363 force: 0.0000
time: 0.180632 force: 0.0000
time: 0.180901 force: 0.0000
time: 0.181170 force: 0.0000
time: 0.181439 force: 0.0000
time: 0.181707 force: 0.0000
time: 0.181976 force: 0.0000
time: 0.182245 force: 0.0000
time: 0.182514 force: 0.0000
time: 0.182783 force: 0.0000
time: 0.183051 force: 0.0000
time: 0.183320 force: 0.0000
time: 0.183589 force: 0.0000
time: 0.183858 force: 0.0000
time: 0.184127 force: 0.0000
time: 0.184395 force: 0.0000
time: 0.184664 force: 0.0000
time: 0.184933 force: 0.0000
time: 0.185202 force: 0.0000
time: 0.185471 force: 0.0000
time: 0.185739 force: 0.0000
time: 0.186008 force: 0.0000
time: 0.186277 force: 0.0000
time: 0.186546 force: 0.0000
time: 0.186815 force: 0.0000
time: 0.187083 force: 0.0000
time: 0.187352 force: 0.0000
time: 0.187621 force: 0.0000
time: 0.187890 force: 0.0000
time: 0.188159 force: 0.0000
time: 0.188427 force: 0.0000
time: 0.188696 force: 0.0000
time: 0.188965 force: 0.0000
time: 0.189234 force: 0.0000
time: 0.189503 force: 0.0000
time: 0.189771 force: 0.0000
time: 0.190040 force: 0.0000
time: 0.190309 force: 0.0000
time: 0.190578 force: 0.0000
time: 0.190847 force: 0.0000
time: 0.191115 force: 0.0000
time: 0.191384 force: 0.0000
time: 0.191653 force: 0.0000
time: 0.191922 force: 0.0000
time: 0.192191 force: 0.0000
time: 0.192459 force: 0.0000
time: 0.192728 force: 0.0000
time: 0.192997 force: 0.0000
time: 0.193266 force: 0.0000
time: 0.193535 force: 0.0000
time: 0.193803 force: 0.0000
time: 0.194072 force: 0.0000
time: 0.194341 force: 0.0000
time: 0.194610 force: 0.0000
time: 0.194879 force: 0.0000
time: 0.195147 force: 0.0000
time: 0.195416 force: 0.0000
time: 0.195685 force: 0.0000
time: 0.195954 force: 0.0000
time: 0.196223 force: 0.0000
time: 0.196491 force: 0.0000
time: 0.196760 force: 0.0000
time: 0.197029 force: 0.0000
time: 0.197298 force: 0.0000
time: 0.197567 force: 0.0000
time: 0.197835 force: 0.0000
time: 0.198104 force: 0.0000
time: 0.198373 force: 0.0000
time: 0.198642 force: 0.0000
time: 0.198911 force: 0.0000
time: 0.199179 force: 0.0000
time: 0.199448 force: 0.0000
time: 0.199717 force: 0.0000
time: 0.199986 force: 0.0000
time: 0.200255 force: 0.0000
time: 0.200523 force: 0.0000
time: 0.200792 force: 0.0000
time: 0.201061 force: 0.0000
time: 0.201330 force: 0.0000
time: 0.201599 force: 0.0000
time: 0.201867 force: 0.0000
time: 0.202136 force: 0.0000
time: 0.202405 force: 0.0000
time: 0.202674 force: 0.0000
time: 0.202943 force: 0.0000
time: 0.203211 force: 0.0000
time: 0.203480 force: 0.0000
time: 0.203749 force: 0.0000
time: 0.204018 force: 0.0000
time: 0.204287 force: 0.0000
time: 0.204555 force: 0.0000
time: 0.204824 force: 0.0000
time: 0.205093 force: 0.0000
time: 0.205362 force: 0.0000
time: 0.205631 force: 0.0000
time: 0.205899 force: 0.0000
time: 0.206168 force: 0.0000
time: 0.206437 force: 0.0000
time: 0.206706 force: 0.0000
time: 0.206975 force: 0.0000
time: 0.207243 force: 0.0000
time: 0.207512 force: 0.0000
time: 0.207781 force: 0.0000
time: 0.208050 force: 0.0000
time: 0.208319 force: 0.0000
time: 0.208587 force: 0.0000
time: 0.208856 force: 0.0000
time: 0.209125 force: 0.0000
time: 0.209394 force: 0.0000
time: 0.209663 force: 0.0000
time: 0.209931 force: 0.0000
time: 0.210200 force: 0.0000
time: 0.210469 force: 0.0000
time: 0.210738 force: 0.0000
time: 0.211007 force: 0.0000
time: 0.211275 force: 0.0000
time: 0.211544 force: 0.0000
time: 0.211813 force: 0.0000
time: 0.212082 force: 0.0000
time: 0.212351 force: 0.0000
time: 0.212619 force: 0.0000
time: 0.212888 force: 0.0000
time: 0.213157 force: 0.0000
time: 0.213426 force: 0.0000
time: 0.213695 force: 0.0000
time: 0.213963 force: 0.0000
time: 0.214232 force: 0.0000
time: 0.214501 force: 0.0000
time: 0.214770 force: 0.0000
time: 0.215039 force: 0.0000
time: 0.215307 force: 0.0000
time: 0.215576 force: 0.0000
time: 0.215845 force: 0.0000
time: 0.216114 force: 0.0000
time: 0.216383 force: 0.0000
time: 0.216651 force: 0.0000
time: 0.216920 force: 0.0000
time: 0.217189 force: 0.0000
time: 0.217458 force: 0.0000
time: 0.217727 force: 0.0000
time: 0.217995 force: 0.0000
time: 0.218264 force: 0.0000
time: 0.218533 force: 0.0000
time: 0.218802 force: 0.0000
time: 0.219071 force: 0.0000
time: 0.219339 force: 0.0000
time: 0.219608 force: 0.0000
time: 0.219877 force: 0.0000
time: 0.220146 force: 0.0000
time: 0.220415 force: 0.0000
time: 0.220683 force: 0.0000
time: 0.220952 force: 0.0000
time: 0.221221 force: 0.0000
time: 0.221490 force: 0.0000
time: 0.221759 force: 0.0000
time: 0.222027 force: 0.0000
time: 0.222296 force: 0.0000
time: 0.222565 force: 0.0000
time: 0.222834 force: 0.0000
time: 0.223103 force: 0.0000
time: 0.223371 force: 0.0000
time: 0.223640 force: 0.0000
time: 0.223909 force: 0.0000
time: 0.224178 force: 0.0000
time: 0.224447 force: 0.0000
time: 0.224715 force: 0.0000
time: 0.224984 force: 0.0000
time: 0.225253 force: 0.0000
time: 0.225522 force: 0.0000
time: 0.225791 force: 0.0000
time: 0.226059 force: 0.0000
time: 0.226328 force: 0.0000
time: 0.226597 force: 0.0000
time: 0.226866 force: 0.0000
time: 0.227135 force: 0.0000
time: 0.227403 force: 0.0000
time: 0.227672 force: 0.0000
time: 0.227941 force: 0.0000
time: 0.228210 force: 0.0000
time: 0.228479 force: 0.0000
time: 0.228747 force: 0.0000
time: 0.229016 force: 0.0000
time: 0.229285 force: 0.0000
time: 0.229554 force: 0.0000
time: 0.229823 force: 0.0000
time: 0.230091 force: 0.0000
time: 0.230360 force: 0.0000
time: 0.230629 force: 0.0000
time: 0.230898 force: 0.0000
time: 0.231167 force: 0.0000
time: 0.231435 force: 0.0000
time: 0.231704 force: 0.0000
time: 0.231973 force: 0.0000
time: 0.232242 force: 0.0000
time: 0.232511 force: 0.0000
time: 0.232779 force: 0.0000
time: 0.233048 force: 0.0000
time: 0.233317 force: 0.0000
time: 0.233586 force: 0.0000
time: 0.233855 force: 0.0000
time: 0.234123 force: 0.0000
